destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_s,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length.1,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
53,24216,2,2,60,414,30,30,30.0,0.0,207,207,207.0,0.0,19573.83548,165.1800463,8072.0,13937.83021,24166,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,40,64,82.59002313,82.59002313,30,207,100.8,96.94689268,9398.7,0,0,0,0,0,0,0,0,1,126.0,30.0,207.0,40,0,0,0,0,0,0,2,60,2,414,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
50513,103,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19417.4757281553,103.0,0.0,103,103,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9708.7378640777,9708.7378640777,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,340,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,117549602,20,26,909,22291,206,0,45.45,67.4938398749,2297,0,857.3461538462,727.3996393899,197.3634925621,0.3913241663,2612213.37777778,12159452.0256449,58830375,1,117549602,6186821.15789474,18400468.1570129,58907309,4,117315935,4692637.4,16193404.1543212,58866660,1,0,0,0,0,412,532,0.1701409419,0.2211832244,0,2297,493.6170212766,675.9021524629,456843.719703978,0,0,0,1,0,0,0,0,1,504.347826087,45.45,857.3461538462,412,0,0,0,0,0,0,20,909,26,22291,8192,360,19,20,296919.5,88599.7725758932,359569,234270,58361062.5,663708.102491223,58830375,57891750
53,47804,1,1,94,176,94,94,94.0,0.0,176,176,176.0,0.0,5648.062924,41.83750314,47804.0,0.0,47804,47804,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.91875157,20.91875157,94,176,121.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,182.0,94.0,176.0,20,0,0,0,0,0,0,1,94,1,176,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,175,2,2,86,164,43,43,43.0,0.0,82,82,82.0,0.0,1428571.429,22857.14286,58.33333333,61.15826464,124,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,11428.57143,11428.57143,43,82,58.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,73.25,43.0,82.0,40,0,0,0,0,0,0,2,86,2,164,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
3268,111798618,50,29,10616,7950,1325,0,212.32,297.1889689,3069,0,274.137931,657.9276298,166.0664535,0.706627697,1433315.615,4445244.708,16400000,1,112000000,2281604.449,5451868.842,16400000,1,112000000,3992804.286,6767888.058,16400000,3,0,0,0,0,1616,944,0.44723272,0.259394977,0,3069,232.075,458.0192571,209781.6399,0,0,0,1,0,0,0,0,0,235.0126582,212.32,274.137931,1616,0,0,0,0,0,0,50,10616,29,7950,29200,260,26,32,618639.2857,1609055.47,4267272,368,15400000.0,1509542.194,16400000,12100000
443,498,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,36144.578313253,8032.1285140562,166.0,197.4943037153,394,48,498,249.0,284.256926037,450,48,0,0.0,0.0,0,0,0,0,0,0,60,32,6024.0963855422,2008.0321285141,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,973,2,20,0.0,0.0,0,0,0.0,0.0,0,0
22,1327248,35,42,2622,7038,408,0,74.91428571,105.2809606,976,0,167.5714286,317.1563547,7278.217786,58.01477945,17463.78947,110595.717,953081,0,1327248,39036.70588,174695.8298,996156,1,374060,9123.414634,26907.6427,156170,1,0,0,0,0,724,864,26.3703543,31.64442516,0,976,123.8461538,246.5452766,60784.57343,0,0,0,1,0,0,0,0,1,125.4545455,74.91428571,167.5714286,724,0,0,0,0,0,0,35,2622,42,7038,8192,245,33,20,0.0,0.0,0,0,0.0,0.0,0,0
53,131315,1,1,46,98,46,46,46.0,0.0,98,98,98.0,0.0,1096.599779157,15.2305524883,131315.0,0.0,131315,131315,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,44,32,7.6152762441,7.6152762441,46,98,63.3333333333,30.0222139979,901.3333333333,0,0,0,0,0,0,0,0,1,95.0,46.0,98.0,44,0,0,0,0,0,0,1,46,1,98,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0
41436,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,292,278,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,64082,1,1,57,185,57,57,57.0,0.0,185,185,185.0,0.0,3776.411473,31.21001217,64082.0,0.0,64082,64082,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15.60500609,15.60500609,57,185,99.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,149.5,57.0,185.0,32,0,0,0,0,0,0,1,57,1,185,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,46344834,9,9,432,1963,432,0,48.0,144.0,1448,0,218.1111111,491.6524292,51.67782023,0.388392803,2726166.706,4414750.028,10200000,22,41100000,5139621.0,5374376.489,10200000,343,46300000,5788470.5,4973843.56,10200000,173,0,0,0,0,296,296,0.194196402,0.194196402,0,1448,126.0526316,353.2906379,124814.2749,0,0,0,1,0,0,0,0,1,133.0555556,48.0,218.1111111,296,0,0,0,0,0,0,9,432,9,1963,29200,939,1,32,141706.5,208960.4108,455147,37063,10100000.0,94826.18182,10200000,10000000
443,16005252,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,0.749753893,0.124958982,16000000.0,0.0,16000000,16000000,16000000,16000000.0,0.0,16000000,16000000,0,0.0,0.0,0,0,0,0,0,0,40,0,0.124958982,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
54184,133,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15037.59398,133.0,0.0,133,133,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,7518.796992,7518.796992,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,204,2,2,64,176,32,32,32.0,0.0,88,88,88.0,0.0,1176470.588,19607.84314,68.0,33.77869151,107,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,80,80,9803.921569,9803.921569,32,88,54.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,68.0,32.0,88.0,80,0,0,0,0,0,0,2,64,2,176,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
55717,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,8727,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,69360694,23,23,2137,9288,339,0,92.91304348,127.8642437,1529,39,403.826087,557.0751257,164.7186517,0.663199823,1541348.756,7912578.449,52500000,2,69400000,3152758.818,11200000.0,52500000,69,69300000,3151157.636,11200000.0,52600000,2,1,0,0,0,472,460,0.331599912,0.331599912,0,1529,244.0638298,425.7666949,181277.2784,0,1,0,0,1,0,0,0,1,249.3695652,92.91304348,403.826087,472,0,0,0,0,0,0,23,2137,23,9288,257,231,21,20,870637.6667,1378381.098,2462196,62984,22200000.0,26200000.0,52500000,5933033
53,23769,2,2,76,204,38,38,38.0,0.0,102,102,102.0,0.0,11780.04964,168.2864235,7923.0,13719.57448,23765,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,40,84.14321175,84.14321175,38,102,63.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,79.5,38.0,102.0,64,0,0,0,0,0,0,2,76,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,2025710,8,11,737,4911,385,0,92.125,139.9759545677,1460,0,446.4545454545,622.6469888527,2788.1582260047,9.37942746,112539.444444444,232818.540041816,972124,3,2025583,289369.0,319332.286358583,972124,20430,1806271,180627.1,403518.528273059,1289988,3,0,0,0,0,172,228,3.9492326147,5.4301948453,0,1460,282.4,496.2747965434,246288.673684211,0,0,0,1,0,0,0,0,1,297.2631578947,92.125,446.4545454545,172,0,0,0,0,0,0,8,737,11,4911,8192,5093,7,20,0.0,0.0,0,0,0.0,0.0,0,0
53,176,2,2,78,142,39,39,39.0,0.0,71,71,71.0,0.0,1250000.0,22727.27273,58.66666667,96.41749495,170,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11363.63636,11363.63636,39,71,51.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,64.75,39.0,71.0,40,0,0,0,0,0,0,2,78,2,142,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,61182,2,2,62,244,31,31,31.0,0.0,122,122,122.0,0.0,5001.471021,65.37870616,20394.0,35316.51597,61174,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,64,32.68935308,32.68935308,31,122,67.4,49.84275273,2484.3,0,0,0,0,0,0,0,0,1,84.25,31.0,122.0,40,0,0,0,0,0,0,2,62,2,244,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
61101,50,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,980000.0,80000.0,16.66666667,14.04753834,30,2,50,25.0,32.52691193,48,2,0,0.0,0.0,0,0,0,0,0,0,60,20,60000.0,20000.0,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,1114,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,340,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,35294.1176470588,5882.3529411765,340.0,0.0,340,340,340,340.0,0.0,340,340,0,0.0,0.0,0,0,0,0,0,0,40,0,5882.3529411765,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64130,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,48927,2,2,70,198,35,35,35.0,0.0,99,99,99.0,0.0,5477.548184,81.75445051,16309.0,28206.45678,48879,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,0,0,0,40,40,40.87722525,40.87722525,35,99,60.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,75.75,35.0,99.0,40,0,0,0,0,0,0,2,70,2,198,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
41965,79,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,287,253,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,368,2,2,78,342,39,39,39.0,0.0,171,171,171.0,0.0,1141304.348,10869.56522,122.6666667,171.6459534,319,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,64,5434.782609,5434.782609,39,171,91.8,72.29937759,5227.2,0,0,0,0,0,0,0,0,1,114.75,39.0,171.0,64,0,0,0,0,0,0,2,78,2,342,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,116321,2,2,74,206,37,37,37.0,0.0,103,103,103.0,0.0,2407.131988,34.38759983,38773.66667,67113.79714,116270,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,17.19379992,17.19379992,37,103,63.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,79.25,37.0,103.0,40,0,0,0,0,0,0,2,74,2,206,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,48,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,250000.0,62500.0,24.0,16.9705627485,36,12,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,40,32,41666.6666666667,20833.3333333333,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,40,0,0,0,0,0,0,2,12,1,0,0,1120,1,20,0.0,0.0,0,0,0.0,0.0,0,0
50941,257,3,2,76,12,45,0,25.33333333,23.02896727,6,6,6.0,0.0,342412.4514,19455.25292,64.25,77.0686923,163,3,257,128.5,177.4838021,254,3,3,3.0,0.0,3,3,1,0,0,0,96,40,11673.15175,7782.101167,0,45,22.16666667,20.66317175,426.9666667,0,1,0,0,1,0,0,0,0,26.6,25.33333333,6.0,96,0,0,0,0,0,0,3,76,2,12,123,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,70523,1,1,48,157,48,48,48.0,0.0,157,157,157.0,0.0,2906.853083,28.35954228,70523.0,0.0,70523,70523,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14.17977114,14.17977114,48,157,84.33333333,62.93117934,3960.333333,0,0,0,0,0,0,0,0,1,126.5,48.0,157.0,20,0,0,0,0,0,0,1,48,1,157,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,215293,4,4,156,320,39,39,39.0,0.0,80,80,80.0,0.0,2210.940439,37.15866285,30756.14286,68633.41223,184197,3,215131,71710.33333,124200.7446,215125,3,184366,61455.33333,106437.6976,184359,3,0,0,0,0,80,104,18.57933142,18.57933142,39,80,57.22222222,21.60889734,466.9444444,0,0,0,0,0,0,0,0,1,64.375,39.0,80.0,80,0,0,0,0,0,0,4,156,4,320,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
53,135,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1422222.22222222,29629.6296296296,45.0,71.0140831103,127,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,14814.8148148148,14814.8148148148,40,56,46.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53472,4,3,0,83,0,46,6,27.66666667,20.20725942,0,0,0.0,0.0,20800000.0,750000.0,2.0,2.828427125,4,0,4,2.0,2.828427125,4,0,0,0.0,0.0,0,0,1,0,0,0,60,0,750000.0,0.0,6,46,32.25,18.87458609,356.25,0,1,0,0,1,0,0,0,0,43.0,27.66666667,0.0,60,0,0,0,0,0,0,3,83,0,0,123,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0
443,60691403,17,12,1663,3948,1353,0,97.82352941,327.648866,2113,0,329.0,697.9950508,92.45131473,0.477827148,2167550.107,4178406.148,10000000,10,60700000,3793212.688,5018750.34,10100000,73,60600000,5512774.455,5234490.753,10100000,248,0,0,0,0,552,392,0.280105569,0.197721578,0,2113,187.0333333,508.1730959,258239.8954,0,0,0,1,0,0,0,0,0,193.4827586,97.82352941,329.0,552,0,0,0,0,0,0,17,1663,12,3948,29200,129,3,32,88724.33333,93202.95108,278974,50595,10000000.0,12309.24598,10000000,9999176
443,775240,11,12,5759,16096,3457,0,523.5454545,1064.922379,3121,0,1341.333333,1301.100676,28191.2698,29.66823177,35238.18182,114181.7582,538951,3,774950,77495.0,165116.2317,538951,51,729140,66285.45455,174579.1373,589098,3,0,0,0,0,232,248,14.18915433,15.47907745,0,3457,910.625,1227.680379,1507199.114,0,0,0,1,0,0,0,0,1,950.2173913,523.5454545,1341.333333,232,0,0,0,0,0,0,11,5759,12,16096,8192,64240,5,20,0.0,0.0,0,0,0.0,0.0,0,0
443,30859,3,3,86,7,86,0,28.6666666667,49.6521231503,7,0,2.3333333333,4.0414518843,3013.7075083444,194.4327424738,6171.8,8246.5058479334,15264,4,15712,7856.0,10520.3346904935,15295,417,15595,7797.5,11021.6733983547,15591,4,0,0,0,0,108,104,97.2163712369,97.2163712369,0,86,13.2857142857,32.1699356839,1034.9047619048,0,0,0,1,0,0,0,0,1,15.5,28.6666666667,2.3333333333,108,0,0,0,0,0,0,3,86,3,7,65535,57,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,23784,2,2,84,214,42,42,42.0,0.0,107,107,107.0,0.0,12529.43155,168.1802893,7928.0,13726.50265,23778,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,84.09014464,84.09014464,42,107,68.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,85.0,42.0,107.0,40,0,0,0,0,0,0,2,84,2,214,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,161,2,2,64,120,32,32,32.0,0.0,60,60,60.0,0.0,1142857.14285714,24844.7204968944,53.6666666667,91.221342532,159,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,12422.3602484472,12422.3602484472,32,60,43.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,54.0,32.0,60.0,40,0,0,0,0,0,0,2,64,2,120,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,81,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,148148.1481,24691.35802,81.0,0.0,81,81,81,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0,0,0,40,0,24691.35802,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
49272,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,6545,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,99,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20202.0202,99.0,0.0,99,99,99,99.0,0.0,99,99,0,0.0,0.0,0,0,0,0,0,0,40,0,20202.0202,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
36873,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,24074,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,16615.43574,166.1543574,8024.666667,13893.93423,24068,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,83.0771787,83.0771787,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
